g	problem	cat	numsurveys	numrespondents	perc	year	month	quarter
0	1	1	1	2818	56.034	1939	1	1
0	2	1	1	2818	7.2399998	1939	1	1
0	3	1	1	2818	.73500001	1939	1	1
0	4	1	1	2818	.52499998	1939	1	1
0	5	1	1	2818	5.4559999	1939	1	1
0	6	1	1	2818	18.677999	1939	1	1
0	7	1	1	2818	0	1939	1	1
0	8	1	1	2818	.20999999	1939	1	1
0	9	1	1	2818	3.148	1939	1	1
0	10	1	1	2818	6.296	1939	1	1
0	11	1	1	2818	1.2589999	1939	1	1
0	12	1	1	2818	.315	1939	1	1
0	13	1	1	2818	.105	1939	1	1
0	14	1	1	2818	0	1939	1	1
0	15	1	1	2818	0	1939	1	1
0	101	2	1	2818	2.8329999	1939	1	1
0	102	2	1	2818	41.132999	1939	1	1
0	103	2	1	2818	.20999999	1939	1	1
0	104	2	1	2818	0	1939	1	1
0	105	2	1	2818	2.8329999	1939	1	1
0	106	2	1	2818	1.8890001	1939	1	1
0	107	2	1	2818	.63	1939	1	1
0	108	2	1	2818	.52499998	1939	1	1
0	109	2	1	2818	1.2589999	1939	1	1
0	110	2	1	2818	4.7220001	1939	1	1
0	201	2	1	2818	0	1939	1	1
0	202	2	1	2818	4.0139999	1939	1	1
0	203	2	1	2818	.315	1939	1	1
0	204	2	1	2818	0	1939	1	1
0	205	2	1	2818	.52499998	1939	1	1
0	206	2	1	2818	0	1939	1	1
0	207	2	1	2818	0	1939	1	1
0	208	2	1	2818	.52499998	1939	1	1
0	209	2	1	2818	0	1939	1	1
0	210	2	1	2818	0	1939	1	1
0	211	2	1	2818	1.758	1939	1	1
0	212	2	1	2818	0	1939	1	1
0	213	2	1	2818	.105	1939	1	1
0	214	2	1	2818	0	1939	1	1
0	215	2	1	2818	0	1939	1	1
0	216	2	1	2818	0	1939	1	1
0	217	2	1	2818	0	1939	1	1
0	301	2	1	2818	0	1939	1	1
0	302	2	1	2818	0	1939	1	1
0	304	2	1	2818	.20999999	1939	1	1
0	306	2	1	2818	0	1939	1	1
0	307	2	1	2818	.20999999	1939	1	1
0	308	2	1	2818	.26199999	1939	1	1
0	309	2	1	2818	.052	1939	1	1
0	310	2	1	2818	0	1939	1	1
0	401	2	1	2818	.20999999	1939	1	1
0	402	2	1	2818	0	1939	1	1
0	403	2	1	2818	0	1939	1	1
0	404	2	1	2818	0	1939	1	1
0	405	2	1	2818	.315	1939	1	1
0	406	2	1	2818	0	1939	1	1
0	407	2	1	2818	0	1939	1	1
0	501	2	1	2818	1.522	1939	1	1
0	502	2	1	2818	1.522	1939	1	1
0	503	2	1	2818	0	1939	1	1
0	504	2	1	2818	.94400001	1939	1	1
0	505	2	1	2818	0	1939	1	1
0	506	2	1	2818	0	1939	1	1
0	507	2	1	2818	0	1939	1	1
0	508	2	1	2818	1.2589999	1939	1	1
0	509	2	1	2818	.20999999	1939	1	1
0	601	2	1	2818	.41999999	1939	1	1
0	602	2	1	2818	2.6229999	1939	1	1
0	603	2	1	2818	0	1939	1	1
0	604	2	1	2818	0	1939	1	1
0	605	2	1	2818	15.635	1939	1	1
0	606	2	1	2818	0	1939	1	1
0	608	2	1	2818	0	1939	1	1
0	609	2	1	2818	0	1939	1	1
0	610	2	1	2818	0	1939	1	1
0	611	2	1	2818	0	1939	1	1
0	701	2	1	2818	0	1939	1	1
0	702	2	1	2818	0	1939	1	1
0	703	2	1	2818	0	1939	1	1
0	704	2	1	2818	0	1939	1	1
0	705	2	1	2818	0	1939	1	1
0	801	2	1	2818	0	1939	1	1
0	802	2	1	2818	0	1939	1	1
0	803	2	1	2818	0	1939	1	1
0	804	2	1	2818	0	1939	1	1
0	805	2	1	2818	0	1939	1	1
0	806	2	1	2818	0	1939	1	1
0	807	2	1	2818	.20999999	1939	1	1
0	901	2	1	2818	1.154	1939	1	1
0	902	2	1	2818	.41999999	1939	1	1
0	903	2	1	2818	1.469	1939	1	1
0	904	2	1	2818	.105	1939	1	1
0	905	2	1	2818	0	1939	1	1
0	906	2	1	2818	0	1939	1	1
0	908	2	1	2818	0	1939	1	1
0	1001	2	1	2818	1.091	1939	1	1
0	1002	2	1	2818	0	1939	1	1
0	1003	2	1	2818	0	1939	1	1
0	1004	2	1	2818	0	1939	1	1
0	1005	2	1	2818	0	1939	1	1
0	1006	2	1	2818	0	1939	1	1
0	1007	2	1	2818	0	1939	1	1
0	1008	2	1	2818	0	1939	1	1
0	1009	2	1	2818	0	1939	1	1
0	1010	2	1	2818	1.196	1939	1	1
0	1011	2	1	2818	3.2739999	1939	1	1
0	1012	2	1	2818	.73500001	1939	1	1
0	1101	2	1	2818	1.2589999	1939	1	1
0	1102	2	1	2818	0	1939	1	1
0	1103	2	1	2818	0	1939	1	1
0	1104	2	1	2818	0	1939	1	1
0	1105	2	1	2818	0	1939	1	1
0	1106	2	1	2818	0	1939	1	1
0	1201	2	1	2818	.315	1939	1	1
0	1301	2	1	2818	.105	1939	1	1
0	1302	2	1	2818	0	1939	1	1
0	1401	2	1	2818	0	1939	1	1
0	1501	2	1	2818	0	1939	1	1
0	101	3	1	2818	2.8329999	1939	1	1
0	102	3	1	2818	41.132999	1939	1	1
0	103	3	1	2818	.20999999	1939	1	1
0	104	3	1	2818	0	1939	1	1
0	105	3	1	2818	2.8329999	1939	1	1
0	106	3	1	2818	1.8890001	1939	1	1
0	107	3	1	2818	.63	1939	1	1
0	108	3	1	2818	.52499998	1939	1	1
0	109	3	1	2818	1.2589999	1939	1	1
0	110	3	1	2818	4.7220001	1939	1	1
0	501	3	1	2818	1.522	1939	1	1
0	502	3	1	2818	1.522	1939	1	1
0	503	3	1	2818	0	1939	1	1
0	504	3	1	2818	.94400001	1939	1	1
0	505	3	1	2818	0	1939	1	1
0	506	3	1	2818	0	1939	1	1
0	201	4	1	2818	0	1939	1	1
0	202	4	1	2818	4.0139999	1939	1	1
0	203	4	1	2818	.315	1939	1	1
0	204	4	1	2818	0	1939	1	1
0	205	4	1	2818	.52499998	1939	1	1
0	206	4	1	2818	0	1939	1	1
0	207	4	1	2818	0	1939	1	1
0	208	4	1	2818	.52499998	1939	1	1
0	209	4	1	2818	0	1939	1	1
0	210	4	1	2818	0	1939	1	1
0	211	4	1	2818	1.758	1939	1	1
0	212	4	1	2818	0	1939	1	1
0	213	4	1	2818	.105	1939	1	1
0	214	4	1	2818	0	1939	1	1
0	215	4	1	2818	0	1939	1	1
0	216	4	1	2818	0	1939	1	1
0	217	4	1	2818	0	1939	1	1
0	506	5	1	2818	0	1939	1	1
0	601	5	1	2818	.41999999	1939	1	1
0	602	5	1	2818	2.6229999	1939	1	1
0	603	5	1	2818	0	1939	1	1
0	604	5	1	2818	0	1939	1	1
0	605	5	1	2818	15.635	1939	1	1
0	606	5	1	2818	0	1939	1	1
0	608	5	1	2818	0	1939	1	1
0	609	5	1	2818	0	1939	1	1
0	610	5	1	2818	0	1939	1	1
0	611	5	1	2818	0	1939	1	1
0	701	5	1	2818	0	1939	1	1
0	702	5	1	2818	0	1939	1	1
0	703	5	1	2818	0	1939	1	1
0	704	5	1	2818	0	1939	1	1
0	705	5	1	2818	0	1939	1	1
0	1	6	1	2818	59.390999	1939	1	1
0	2	6	1	2818	1.049	1939	1	1
0	3	6	1	2818	.52499998	1939	1	1
0	4	6	1	2818	1.2589999	1939	1	1
0	5	6	1	2818	.52499998	1939	1	1
0	6	6	1	2818	.315	1939	1	1
0	7	6	1	2818	0	1939	1	1
0	8	6	1	2818	0	1939	1	1
0	9	6	1	2818	.20999999	1939	1	1
0	10	6	1	2818	.105	1939	1	1
0	12	6	1	2818	1.469	1939	1	1
0	13	6	1	2818	4.5380001	1939	1	1
0	14	6	1	2818	1.758	1939	1	1
0	15	6	1	2818	.63	1939	1	1
0	16	6	1	2818	18.257999	1939	1	1
0	17	6	1	2818	0	1939	1	1
0	18	6	1	2818	0	1939	1	1
0	19	6	1	2818	.41999999	1939	1	1
0	20	6	1	2818	6.296	1939	1	1
0	21	6	1	2818	0	1939	1	1
0	22	6	1	2818	3.253	1939	1	1
0	23	6	1	2818	0	1939	1	1
0	24	6	1	2818	0	1939	1	1
1	1	1	1	2818	62.681	1939	1	1
1	2	1	1	2818	7.7480001	1939	1	1
1	3	1	1	2818	.42899999	1939	1	1
1	4	1	1	2818	.75099999	1939	1	1
1	5	1	1	2818	6.5949998	1939	1	1
1	6	1	1	2818	12.547	1939	1	1
1	7	1	1	2818	.054	1939	1	1
1	8	1	1	2818	.107	1939	1	1
1	9	1	1	2818	1.3940001	1939	1	1
1	10	1	1	2818	6.7020001	1939	1	1
1	11	1	1	2818	.72399998	1939	1	1
1	12	1	1	2818	.26800001	1939	1	1
1	13	1	1	2818	0	1939	1	1
1	14	1	1	2818	0	1939	1	1
1	15	1	1	2818	0	1939	1	1
1	101	2	1	2818	3.378	1939	1	1
1	102	2	1	2818	43.164001	1939	1	1
1	103	2	1	2818	.054	1939	1	1
1	104	2	1	2818	0	1939	1	1
1	105	2	1	2818	3.4849999	1939	1	1
1	106	2	1	2818	3.7	1939	1	1
1	107	2	1	2818	1.2869999	1939	1	1
1	108	2	1	2818	.161	1939	1	1
1	109	2	1	2818	1.984	1939	1	1
1	110	2	1	2818	5.4689999	1939	1	1
1	201	2	1	2818	0	1939	1	1
1	202	2	1	2818	3.4849999	1939	1	1
1	203	2	1	2818	.134	1939	1	1
1	204	2	1	2818	0	1939	1	1
1	205	2	1	2818	1.1799999	1939	1	1
1	206	2	1	2818	0	1939	1	1
1	207	2	1	2818	.054	1939	1	1
1	208	2	1	2818	1.233	1939	1	1
1	209	2	1	2818	.054	1939	1	1
1	210	2	1	2818	0	1939	1	1
1	211	2	1	2818	1.5549999	1939	1	1
1	212	2	1	2818	0	1939	1	1
1	213	2	1	2818	0	1939	1	1
1	214	2	1	2818	.054	1939	1	1
1	215	2	1	2818	0	1939	1	1
1	216	2	1	2818	0	1939	1	1
1	217	2	1	2818	0	1939	1	1
1	301	2	1	2818	0	1939	1	1
1	302	2	1	2818	0	1939	1	1
1	304	2	1	2818	0	1939	1	1
1	306	2	1	2818	0	1939	1	1
1	307	2	1	2818	0	1939	1	1
1	308	2	1	2818	.29499999	1939	1	1
1	309	2	1	2818	.134	1939	1	1
1	310	2	1	2818	0	1939	1	1
1	401	2	1	2818	.26800001	1939	1	1
1	402	2	1	2818	0	1939	1	1
1	403	2	1	2818	0	1939	1	1
1	404	2	1	2818	0	1939	1	1
1	405	2	1	2818	.48300001	1939	1	1
1	406	2	1	2818	0	1939	1	1
1	407	2	1	2818	0	1939	1	1
1	501	2	1	2818	1.582	1939	1	1
1	502	2	1	2818	1.582	1939	1	1
1	503	2	1	2818	0	1939	1	1
1	504	2	1	2818	.80400002	1939	1	1
1	505	2	1	2818	0	1939	1	1
1	506	2	1	2818	0	1939	1	1
1	507	2	1	2818	0	1939	1	1
1	508	2	1	2818	2.198	1939	1	1
1	509	2	1	2818	.42899999	1939	1	1
1	601	2	1	2818	.375	1939	1	1
1	602	2	1	2818	3.056	1939	1	1
1	603	2	1	2818	0	1939	1	1
1	604	2	1	2818	0	1939	1	1
1	605	2	1	2818	9.1149998	1939	1	1
1	606	2	1	2818	0	1939	1	1
1	608	2	1	2818	0	1939	1	1
1	609	2	1	2818	0	1939	1	1
1	610	2	1	2818	0	1939	1	1
1	611	2	1	2818	0	1939	1	1
1	701	2	1	2818	0	1939	1	1
1	702	2	1	2818	.054	1939	1	1
1	703	2	1	2818	0	1939	1	1
1	704	2	1	2818	0	1939	1	1
1	705	2	1	2818	0	1939	1	1
1	801	2	1	2818	0	1939	1	1
1	802	2	1	2818	0	1939	1	1
1	803	2	1	2818	0	1939	1	1
1	804	2	1	2818	0	1939	1	1
1	805	2	1	2818	0	1939	1	1
1	806	2	1	2818	0	1939	1	1
1	807	2	1	2818	.107	1939	1	1
1	901	2	1	2818	.53600001	1939	1	1
1	902	2	1	2818	.054	1939	1	1
1	903	2	1	2818	.75099999	1939	1	1
1	904	2	1	2818	.054	1939	1	1
1	905	2	1	2818	0	1939	1	1
1	906	2	1	2818	0	1939	1	1
1	908	2	1	2818	0	1939	1	1
1	1001	2	1	2818	.97600001	1939	1	1
1	1002	2	1	2818	.054	1939	1	1
1	1003	2	1	2818	0	1939	1	1
1	1004	2	1	2818	0	1939	1	1
1	1005	2	1	2818	0	1939	1	1
1	1006	2	1	2818	0	1939	1	1
1	1007	2	1	2818	0	1939	1	1
1	1008	2	1	2818	0	1939	1	1
1	1009	2	1	2818	0	1939	1	1
1	1010	2	1	2818	1.0829999	1939	1	1
1	1011	2	1	2818	3.2490001	1939	1	1
1	1012	2	1	2818	1.34	1939	1	1
1	1101	2	1	2818	.72399998	1939	1	1
1	1102	2	1	2818	0	1939	1	1
1	1103	2	1	2818	0	1939	1	1
1	1104	2	1	2818	0	1939	1	1
1	1105	2	1	2818	0	1939	1	1
1	1106	2	1	2818	0	1939	1	1
1	1201	2	1	2818	.26800001	1939	1	1
1	1301	2	1	2818	0	1939	1	1
1	1302	2	1	2818	0	1939	1	1
1	1401	2	1	2818	0	1939	1	1
1	1501	2	1	2818	0	1939	1	1
1	101	3	1	2818	3.378	1939	1	1
1	102	3	1	2818	43.164001	1939	1	1
1	103	3	1	2818	.054	1939	1	1
1	104	3	1	2818	0	1939	1	1
1	105	3	1	2818	3.4849999	1939	1	1
1	106	3	1	2818	3.7	1939	1	1
1	107	3	1	2818	1.2869999	1939	1	1
1	108	3	1	2818	.161	1939	1	1
1	109	3	1	2818	1.984	1939	1	1
1	110	3	1	2818	5.4689999	1939	1	1
1	501	3	1	2818	1.582	1939	1	1
1	502	3	1	2818	1.582	1939	1	1
1	503	3	1	2818	0	1939	1	1
1	504	3	1	2818	.80400002	1939	1	1
1	505	3	1	2818	0	1939	1	1
1	506	3	1	2818	0	1939	1	1
1	201	4	1	2818	0	1939	1	1
1	202	4	1	2818	3.4849999	1939	1	1
1	203	4	1	2818	.134	1939	1	1
1	204	4	1	2818	0	1939	1	1
1	205	4	1	2818	1.1799999	1939	1	1
1	206	4	1	2818	0	1939	1	1
1	207	4	1	2818	.054	1939	1	1
1	208	4	1	2818	1.233	1939	1	1
1	209	4	1	2818	.054	1939	1	1
1	210	4	1	2818	0	1939	1	1
1	211	4	1	2818	1.5549999	1939	1	1
1	212	4	1	2818	0	1939	1	1
1	213	4	1	2818	0	1939	1	1
1	214	4	1	2818	.054	1939	1	1
1	215	4	1	2818	0	1939	1	1
1	216	4	1	2818	0	1939	1	1
1	217	4	1	2818	0	1939	1	1
1	506	5	1	2818	0	1939	1	1
1	601	5	1	2818	.375	1939	1	1
1	602	5	1	2818	3.056	1939	1	1
1	603	5	1	2818	0	1939	1	1
1	604	5	1	2818	0	1939	1	1
1	605	5	1	2818	9.1149998	1939	1	1
1	606	5	1	2818	0	1939	1	1
1	608	5	1	2818	0	1939	1	1
1	609	5	1	2818	0	1939	1	1
1	610	5	1	2818	0	1939	1	1
1	611	5	1	2818	0	1939	1	1
1	701	5	1	2818	0	1939	1	1
1	702	5	1	2818	.054	1939	1	1
1	703	5	1	2818	0	1939	1	1
1	704	5	1	2818	0	1939	1	1
1	705	5	1	2818	0	1939	1	1
1	1	6	1	2818	66.487999	1939	1	1
1	2	6	1	2818	.69700003	1939	1	1
1	3	6	1	2818	.58999997	1939	1	1
1	4	6	1	2818	2.198	1939	1	1
1	5	6	1	2818	.161	1939	1	1
1	6	6	1	2818	.134	1939	1	1
1	7	6	1	2818	0	1939	1	1
1	8	6	1	2818	0	1939	1	1
1	9	6	1	2818	.42899999	1939	1	1
1	10	6	1	2818	.054	1939	1	1
1	12	6	1	2818	.99199998	1939	1	1
1	13	6	1	2818	4.7179999	1939	1	1
1	14	6	1	2818	1.5549999	1939	1	1
1	15	6	1	2818	1.2869999	1939	1	1
1	16	6	1	2818	12.172	1939	1	1
1	17	6	1	2818	0	1939	1	1
1	18	6	1	2818	.054	1939	1	1
1	19	6	1	2818	.375	1939	1	1
1	20	6	1	2818	6.7020001	1939	1	1
1	21	6	1	2818	0	1939	1	1
1	22	6	1	2818	1.3940001	1939	1	1
1	23	6	1	2818	0	1939	1	1
1	24	6	1	2818	0	1939	1	1
0	1	1	1	3122	38.929001	1939	4	2
0	2	1	1	3122	4.7729998	1939	4	2
0	3	1	1	3122	0	1939	4	2
0	4	1	1	3122	.49700001	1939	4	2
0	5	1	1	3122	3.8280001	1939	4	2
0	6	1	1	3122	44.745998	1939	4	2
0	7	1	1	3122	0	1939	4	2
0	8	1	1	3122	0	1939	4	2
0	9	1	1	3122	1.392	1939	4	2
0	10	1	1	3122	1.392	1939	4	2
0	11	1	1	3122	1.293	1939	4	2
0	12	1	1	3122	.099	1939	4	2
0	13	1	1	3122	1.724	1939	4	2
0	14	1	1	3122	0	1939	4	2
0	15	1	1	3122	1.326	1939	4	2
0	101	2	1	3122	2.0380001	1939	4	2
0	102	2	1	3122	30.129	1939	4	2
0	103	2	1	3122	0	1939	4	2
0	104	2	1	3122	0	1939	4	2
0	105	2	1	3122	2.536	1939	4	2
0	106	2	1	3122	1.193	1939	4	2
0	107	2	1	3122	.398	1939	4	2
0	108	2	1	3122	.099	1939	4	2
0	109	2	1	3122	.54699999	1939	4	2
0	110	2	1	3122	1.989	1939	4	2
0	201	2	1	3122	0	1939	4	2
0	202	2	1	3122	2.625	1939	4	2
0	203	2	1	3122	0	1939	4	2
0	204	2	1	3122	0	1939	4	2
0	205	2	1	3122	.398	1939	4	2
0	206	2	1	3122	0	1939	4	2
0	207	2	1	3122	.597	1939	4	2
0	208	2	1	3122	.49700001	1939	4	2
0	209	2	1	3122	0	1939	4	2
0	210	2	1	3122	0	1939	4	2
0	211	2	1	3122	.65600002	1939	4	2
0	212	2	1	3122	0	1939	4	2
0	213	2	1	3122	0	1939	4	2
0	214	2	1	3122	0	1939	4	2
0	215	2	1	3122	0	1939	4	2
0	216	2	1	3122	0	1939	4	2
0	217	2	1	3122	0	1939	4	2
0	301	2	1	3122	0	1939	4	2
0	302	2	1	3122	0	1939	4	2
0	304	2	1	3122	0	1939	4	2
0	306	2	1	3122	0	1939	4	2
0	307	2	1	3122	0	1939	4	2
0	308	2	1	3122	0	1939	4	2
0	309	2	1	3122	0	1939	4	2
0	310	2	1	3122	0	1939	4	2
0	401	2	1	3122	.29800001	1939	4	2
0	402	2	1	3122	0	1939	4	2
0	403	2	1	3122	0	1939	4	2
0	404	2	1	3122	0	1939	4	2
0	405	2	1	3122	.099	1939	4	2
0	406	2	1	3122	0	1939	4	2
0	407	2	1	3122	.099	1939	4	2
0	501	2	1	3122	.99400002	1939	4	2
0	502	2	1	3122	.99400002	1939	4	2
0	503	2	1	3122	0	1939	4	2
0	504	2	1	3122	.05	1939	4	2
0	505	2	1	3122	0	1939	4	2
0	506	2	1	3122	0	1939	4	2
0	507	2	1	3122	0	1939	4	2
0	508	2	1	3122	1.591	1939	4	2
0	509	2	1	3122	.199	1939	4	2
0	601	2	1	3122	29.896999	1939	4	2
0	602	2	1	3122	.199	1939	4	2
0	603	2	1	3122	0	1939	4	2
0	604	2	1	3122	0	1939	4	2
0	605	2	1	3122	14.65	1939	4	2
0	606	2	1	3122	0	1939	4	2
0	608	2	1	3122	0	1939	4	2
0	609	2	1	3122	0	1939	4	2
0	610	2	1	3122	0	1939	4	2
0	611	2	1	3122	0	1939	4	2
0	701	2	1	3122	0	1939	4	2
0	702	2	1	3122	0	1939	4	2
0	703	2	1	3122	0	1939	4	2
0	704	2	1	3122	0	1939	4	2
0	705	2	1	3122	0	1939	4	2
0	801	2	1	3122	0	1939	4	2
0	802	2	1	3122	0	1939	4	2
0	803	2	1	3122	0	1939	4	2
0	804	2	1	3122	0	1939	4	2
0	805	2	1	3122	0	1939	4	2
0	806	2	1	3122	0	1939	4	2
0	807	2	1	3122	0	1939	4	2
0	901	2	1	3122	.398	1939	4	2
0	902	2	1	3122	0	1939	4	2
0	903	2	1	3122	.99400002	1939	4	2
0	904	2	1	3122	0	1939	4	2
0	905	2	1	3122	0	1939	4	2
0	906	2	1	3122	0	1939	4	2
0	908	2	1	3122	0	1939	4	2
0	1001	2	1	3122	0	1939	4	2
0	1002	2	1	3122	0	1939	4	2
0	1003	2	1	3122	0	1939	4	2
0	1004	2	1	3122	0	1939	4	2
0	1005	2	1	3122	0	1939	4	2
0	1006	2	1	3122	0	1939	4	2
0	1007	2	1	3122	0	1939	4	2
0	1008	2	1	3122	0	1939	4	2
0	1009	2	1	3122	0	1939	4	2
0	1010	2	1	3122	.099	1939	4	2
0	1011	2	1	3122	.398	1939	4	2
0	1012	2	1	3122	.89499998	1939	4	2
0	1101	2	1	3122	1.293	1939	4	2
0	1102	2	1	3122	0	1939	4	2
0	1103	2	1	3122	0	1939	4	2
0	1104	2	1	3122	0	1939	4	2
0	1105	2	1	3122	0	1939	4	2
0	1106	2	1	3122	0	1939	4	2
0	1201	2	1	3122	.099	1939	4	2
0	1301	2	1	3122	1.724	1939	4	2
0	1302	2	1	3122	0	1939	4	2
0	1401	2	1	3122	0	1939	4	2
0	1501	2	1	3122	1.326	1939	4	2
0	101	3	1	3122	2.0380001	1939	4	2
0	102	3	1	3122	30.129	1939	4	2
0	103	3	1	3122	0	1939	4	2
0	104	3	1	3122	0	1939	4	2
0	105	3	1	3122	2.536	1939	4	2
0	106	3	1	3122	1.193	1939	4	2
0	107	3	1	3122	.398	1939	4	2
0	108	3	1	3122	.099	1939	4	2
0	109	3	1	3122	.54699999	1939	4	2
0	110	3	1	3122	1.989	1939	4	2
0	501	3	1	3122	.99400002	1939	4	2
0	502	3	1	3122	.99400002	1939	4	2
0	503	3	1	3122	0	1939	4	2
0	504	3	1	3122	.05	1939	4	2
0	505	3	1	3122	0	1939	4	2
0	506	3	1	3122	0	1939	4	2
0	201	4	1	3122	0	1939	4	2
0	202	4	1	3122	2.625	1939	4	2
0	203	4	1	3122	0	1939	4	2
0	204	4	1	3122	0	1939	4	2
0	205	4	1	3122	.398	1939	4	2
0	206	4	1	3122	0	1939	4	2
0	207	4	1	3122	.597	1939	4	2
0	208	4	1	3122	.49700001	1939	4	2
0	209	4	1	3122	0	1939	4	2
0	210	4	1	3122	0	1939	4	2
0	211	4	1	3122	.65600002	1939	4	2
0	212	4	1	3122	0	1939	4	2
0	213	4	1	3122	0	1939	4	2
0	214	4	1	3122	0	1939	4	2
0	215	4	1	3122	0	1939	4	2
0	216	4	1	3122	0	1939	4	2
0	217	4	1	3122	0	1939	4	2
0	506	5	1	3122	0	1939	4	2
0	601	5	1	3122	29.896999	1939	4	2
0	602	5	1	3122	.199	1939	4	2
0	603	5	1	3122	0	1939	4	2
0	604	5	1	3122	0	1939	4	2
0	605	5	1	3122	14.65	1939	4	2
0	606	5	1	3122	0	1939	4	2
0	608	5	1	3122	0	1939	4	2
0	609	5	1	3122	0	1939	4	2
0	610	5	1	3122	0	1939	4	2
0	611	5	1	3122	0	1939	4	2
0	701	5	1	3122	0	1939	4	2
0	702	5	1	3122	0	1939	4	2
0	703	5	1	3122	0	1939	4	2
0	704	5	1	3122	0	1939	4	2
0	705	5	1	3122	0	1939	4	2
0	1	6	1	3122	40.967999	1939	4	2
0	2	6	1	3122	.099	1939	4	2
0	3	6	1	3122	.099	1939	4	2
0	4	6	1	3122	1.591	1939	4	2
0	5	6	1	3122	.099	1939	4	2
0	6	6	1	3122	0	1939	4	2
0	7	6	1	3122	0	1939	4	2
0	8	6	1	3122	0	1939	4	2
0	9	6	1	3122	.199	1939	4	2
0	10	6	1	3122	0	1939	4	2
0	12	6	1	3122	1.6900001	1939	4	2
0	13	6	1	3122	3.619	1939	4	2
0	14	6	1	3122	.65600002	1939	4	2
0	15	6	1	3122	.398	1939	4	2
0	16	6	1	3122	14.849	1939	4	2
0	17	6	1	3122	0	1939	4	2
0	18	6	1	3122	0	1939	4	2
0	19	6	1	3122	29.896999	1939	4	2
0	20	6	1	3122	1.392	1939	4	2
0	21	6	1	3122	0	1939	4	2
0	22	6	1	3122	3.1159999	1939	4	2
0	23	6	1	3122	0	1939	4	2
0	24	6	1	3122	1.326	1939	4	2
1	1	1	1	3122	49.516998	1939	4	2
1	2	1	1	3122	5.0939999	1939	4	2
1	3	1	1	3122	.048	1939	4	2
1	4	1	1	3122	.377	1939	4	2
1	5	1	1	3122	5.5050001	1939	4	2
1	6	1	1	3122	30.951	1939	4	2
1	7	1	1	3122	0	1939	4	2
1	8	1	1	3122	0	1939	4	2
1	9	1	1	3122	1.0140001	1939	4	2
1	10	1	1	3122	2.4719999	1939	4	2
1	11	1	1	3122	.82099998	1939	4	2
1	12	1	1	3122	.193	1939	4	2
1	13	1	1	3122	2.4630001	1939	4	2
1	14	1	1	3122	0	1939	4	2
1	15	1	1	3122	1.545	1939	4	2
1	101	2	1	3122	2.438	1939	4	2
1	102	2	1	3122	36.311001	1939	4	2
1	103	2	1	3122	0	1939	4	2
1	104	2	1	3122	0	1939	4	2
1	105	2	1	3122	3.1389999	1939	4	2
1	106	2	1	3122	2.6440001	1939	4	2
1	107	2	1	3122	.88099998	1939	4	2
1	108	2	1	3122	.048	1939	4	2
1	109	2	1	3122	1.642	1939	4	2
1	110	2	1	3122	2.414	1939	4	2
1	201	2	1	3122	0	1939	4	2
1	202	2	1	3122	2.7809999	1939	4	2
1	203	2	1	3122	0	1939	4	2
1	204	2	1	3122	0	1939	4	2
1	205	2	1	3122	.097	1939	4	2
1	206	2	1	3122	0	1939	4	2
1	207	2	1	3122	.69999999	1939	4	2
1	208	2	1	3122	.72399998	1939	4	2
1	209	2	1	3122	0	1939	4	2
1	210	2	1	3122	0	1939	4	2
1	211	2	1	3122	.74400002	1939	4	2
1	212	2	1	3122	0	1939	4	2
1	213	2	1	3122	0	1939	4	2
1	214	2	1	3122	.048	1939	4	2
1	215	2	1	3122	0	1939	4	2
1	216	2	1	3122	0	1939	4	2
1	217	2	1	3122	0	1939	4	2
1	301	2	1	3122	0	1939	4	2
1	302	2	1	3122	0	1939	4	2
1	304	2	1	3122	0	1939	4	2
1	306	2	1	3122	0	1939	4	2
1	307	2	1	3122	0	1939	4	2
1	308	2	1	3122	0	1939	4	2
1	309	2	1	3122	.048	1939	4	2
1	310	2	1	3122	0	1939	4	2
1	401	2	1	3122	.048	1939	4	2
1	402	2	1	3122	0	1939	4	2
1	403	2	1	3122	0	1939	4	2
1	404	2	1	3122	0	1939	4	2
1	405	2	1	3122	.145	1939	4	2
1	406	2	1	3122	0	1939	4	2
1	407	2	1	3122	.183	1939	4	2
1	501	2	1	3122	1.2309999	1939	4	2
1	502	2	1	3122	1.2309999	1939	4	2
1	503	2	1	3122	0	1939	4	2
1	504	2	1	3122	.145	1939	4	2
1	505	2	1	3122	0	1939	4	2
1	506	2	1	3122	0	1939	4	2
1	507	2	1	3122	0	1939	4	2
1	508	2	1	3122	2.849	1939	4	2
1	509	2	1	3122	.048	1939	4	2
1	601	2	1	3122	20.843	1939	4	2
1	602	2	1	3122	.193	1939	4	2
1	603	2	1	3122	0	1939	4	2
1	604	2	1	3122	0	1939	4	2
1	605	2	1	3122	9.915	1939	4	2
1	606	2	1	3122	0	1939	4	2
1	608	2	1	3122	0	1939	4	2
1	609	2	1	3122	0	1939	4	2
1	610	2	1	3122	0	1939	4	2
1	611	2	1	3122	0	1939	4	2
1	701	2	1	3122	0	1939	4	2
1	702	2	1	3122	0	1939	4	2
1	703	2	1	3122	0	1939	4	2
1	704	2	1	3122	0	1939	4	2
1	705	2	1	3122	0	1939	4	2
1	801	2	1	3122	0	1939	4	2
1	802	2	1	3122	0	1939	4	2
1	803	2	1	3122	0	1939	4	2
1	804	2	1	3122	0	1939	4	2
1	805	2	1	3122	0	1939	4	2
1	806	2	1	3122	0	1939	4	2
1	807	2	1	3122	0	1939	4	2
