problem	cat	numsurveys	numrespondents	perc	year	month	quarter
1401	2	3	4851	3.335	1964	7	3
1501	2	3	4851	3.335	1964	7	3
101	3	3	4851	.037	1964	7	3
102	3	3	4851	3.7690001	1964	7	3
103	3	3	4851	1.378	1964	7	3
104	3	3	4851	.107	1964	7	3
105	3	3	4851	.44800001	1964	7	3
106	3	3	4851	.018	1964	7	3
107	3	3	4851	.081	1964	7	3
108	3	3	4851	.014	1964	7	3
109	3	3	4851	1.317	1964	7	3
110	3	3	4851	.29699999	1964	7	3
501	3	3	4851	.214	1964	7	3
502	3	3	4851	.107	1964	7	3
503	3	3	4851	0	1964	7	3
504	3	3	4851	.26199999	1964	7	3
505	3	3	4851	0	1964	7	3
506	3	3	4851	.252	1964	7	3
201	4	3	4851	.211	1964	7	3
202	4	3	4851	.48699999	1964	7	3
203	4	3	4851	.75099999	1964	7	3
204	4	3	4851	1.914	1964	7	3
205	4	3	4851	.76599997	1964	7	3
206	4	3	4851	0	1964	7	3
207	4	3	4851	1.615	1964	7	3
208	4	3	4851	0	1964	7	3
209	4	3	4851	0	1964	7	3
210	4	3	4851	0	1964	7	3
211	4	3	4851	.12800001	1964	7	3
212	4	3	4851	0	1964	7	3
213	4	3	4851	.045	1964	7	3
214	4	3	4851	.35699999	1964	7	3
215	4	3	4851	0	1964	7	3
216	4	3	4851	.06	1964	7	3
217	4	3	4851	.64899999	1964	7	3
506	5	3	4851	.252	1964	7	3
601	5	3	4851	7.1739998	1964	7	3
602	5	3	4851	.42199999	1964	7	3
603	5	3	4851	1.308	1964	7	3
604	5	3	4851	0	1964	7	3
605	5	3	4851	4.6539998	1964	7	3
606	5	3	4851	3.197	1964	7	3
608	5	3	4851	1.6059999	1964	7	3
609	5	3	4851	0	1964	7	3
610	5	3	4851	10.797	1964	7	3
611	5	3	4851	0	1964	7	3
701	5	3	4851	0	1964	7	3
702	5	3	4851	.454	1964	7	3
703	5	3	4851	.065	1964	7	3
704	5	3	4851	0	1964	7	3
705	5	3	4851	0	1964	7	3
1	6	3	4851	7.9530001	1964	7	3
2	6	3	4851	34.905998	1964	7	3
3	6	3	4851	1.914	1964	7	3
4	6	3	4851	.722	1964	7	3
5	6	3	4851	.053	1964	7	3
6	6	3	4851	.75099999	1964	7	3
7	6	3	4851	.049	1964	7	3
8	6	3	4851	0	1964	7	3
9	6	3	4851	.092	1964	7	3
10	6	3	4851	.40200001	1964	7	3
12	6	3	4851	2.645	1964	7	3
13	6	3	4851	3.7279999	1964	7	3
14	6	3	4851	.18799999	1964	7	3
15	6	3	4851	.081	1964	7	3
16	6	3	4851	9.8330002	1964	7	3
17	6	3	4851	.15000001	1964	7	3
18	6	3	4851	.454	1964	7	3
19	6	3	4851	19.642	1964	7	3
20	6	3	4851	4.974	1964	7	3
21	6	3	4851	.043	1964	7	3
22	6	3	4851	4.7509999	1964	7	3
23	6	3	4851	3.335	1964	7	3
24	6	3	4851	3.335	1964	7	3
1	1	1	1570	10.032	1964	10	4
2	1	1	1570	5.1329999	1964	10	4
3	1	1	1570	21.927999	1964	10	4
4	1	1	1570	1.173	1964	10	4
5	1	1	1570	1.749	1964	10	4
6	1	1	1570	39.460999	1964	10	4
7	1	1	1570	0	1964	10	4
8	1	1	1570	0	1964	10	4
9	1	1	1570	3.1010001	1964	10	4
10	1	1	1570	6.5310001	1964	10	4
11	1	1	1570	1.306	1964	10	4
12	1	1	1570	0	1964	10	4
13	1	1	1570	1.367	1964	10	4
14	1	1	1570	0	1964	10	4
15	1	1	1570	8.2220001	1964	10	4
101	2	1	1570	1	1964	10	4
102	2	1	1570	4.277	1964	10	4
103	2	1	1570	2.9990001	1964	10	4
104	2	1	1570	0	1964	10	4
105	2	1	1570	0	1964	10	4
106	2	1	1570	0	1964	10	4
107	2	1	1570	.72399998	1964	10	4
108	2	1	1570	0	1964	10	4
109	2	1	1570	1	1964	10	4
110	2	1	1570	.033	1964	10	4
201	2	1	1570	0	1964	10	4
202	2	1	1570	0	1964	10	4
203	2	1	1570	.85900003	1964	10	4
204	2	1	1570	1.342	1964	10	4
205	2	1	1570	.671	1964	10	4
206	2	1	1570	0	1964	10	4
207	2	1	1570	2.243	1964	10	4
208	2	1	1570	0	1964	10	4
209	2	1	1570	0	1964	10	4
210	2	1	1570	0	1964	10	4
211	2	1	1570	.016	1964	10	4
212	2	1	1570	0	1964	10	4
213	2	1	1570	0	1964	10	4
214	2	1	1570	0	1964	10	4
215	2	1	1570	0	1964	10	4
216	2	1	1570	.002	1964	10	4
217	2	1	1570	0	1964	10	4
301	2	1	1570	0	1964	10	4
302	2	1	1570	0	1964	10	4
304	2	1	1570	0	1964	10	4
306	2	1	1570	0	1964	10	4
307	2	1	1570	0	1964	10	4
308	2	1	1570	14.501	1964	10	4
309	2	1	1570	7.25	1964	10	4
310	2	1	1570	.177	1964	10	4
401	2	1	1570	.64200002	1964	10	4
402	2	1	1570	0	1964	10	4
403	2	1	1570	0	1964	10	4
404	2	1	1570	0	1964	10	4
405	2	1	1570	0	1964	10	4
406	2	1	1570	0	1964	10	4
407	2	1	1570	.52999997	1964	10	4
501	2	1	1570	0	1964	10	4
502	2	1	1570	0	1964	10	4
503	2	1	1570	0	1964	10	4
504	2	1	1570	.72399998	1964	10	4
505	2	1	1570	0	1964	10	4
506	2	1	1570	0	1964	10	4
507	2	1	1570	.078	1964	10	4
508	2	1	1570	.94700003	1964	10	4
509	2	1	1570	0	1964	10	4
601	2	1	1570	12.686	1964	10	4
602	2	1	1570	.87599999	1964	10	4
603	2	1	1570	6.619	1964	10	4
604	2	1	1570	0	1964	10	4
605	2	1	1570	6.619	1964	10	4
606	2	1	1570	3.309	1964	10	4
608	2	1	1570	.98900002	1964	10	4
609	2	1	1570	0	1964	10	4
610	2	1	1570	8.3620005	1964	10	4
611	2	1	1570	0	1964	10	4
701	2	1	1570	0	1964	10	4
702	2	1	1570	0	1964	10	4
703	2	1	1570	0	1964	10	4
704	2	1	1570	0	1964	10	4
705	2	1	1570	0	1964	10	4
801	2	1	1570	0	1964	10	4
802	2	1	1570	0	1964	10	4
803	2	1	1570	0	1964	10	4
804	2	1	1570	0	1964	10	4
805	2	1	1570	0	1964	10	4
806	2	1	1570	0	1964	10	4
807	2	1	1570	0	1964	10	4
901	2	1	1570	2.325	1964	10	4
902	2	1	1570	0	1964	10	4
903	2	1	1570	.77600002	1964	10	4
904	2	1	1570	0	1964	10	4
905	2	1	1570	0	1964	10	4
906	2	1	1570	0	1964	10	4
908	2	1	1570	0	1964	10	4
1001	2	1	1570	0	1964	10	4
1002	2	1	1570	0	1964	10	4
1003	2	1	1570	0	1964	10	4
1004	2	1	1570	0	1964	10	4
1005	2	1	1570	0	1964	10	4
1006	2	1	1570	0	1964	10	4
1007	2	1	1570	0	1964	10	4
1008	2	1	1570	0	1964	10	4
1009	2	1	1570	0	1964	10	4
1010	2	1	1570	2.6370001	1964	10	4
1011	2	1	1570	3.8940001	1964	10	4
1012	2	1	1570	0	1964	10	4
1101	2	1	1570	.41499999	1964	10	4
1102	2	1	1570	.61400002	1964	10	4
1103	2	1	1570	0	1964	10	4
1104	2	1	1570	0	1964	10	4
1105	2	1	1570	.27700001	1964	10	4
1106	2	1	1570	0	1964	10	4
1201	2	1	1570	0	1964	10	4
1301	2	1	1570	1.367	1964	10	4
1302	2	1	1570	0	1964	10	4
1401	2	1	1570	0	1964	10	4
1501	2	1	1570	8.2220001	1964	10	4
101	3	1	1570	1	1964	10	4
102	3	1	1570	4.277	1964	10	4
103	3	1	1570	2.9990001	1964	10	4
104	3	1	1570	0	1964	10	4
105	3	1	1570	0	1964	10	4
106	3	1	1570	0	1964	10	4
107	3	1	1570	.72399998	1964	10	4
108	3	1	1570	0	1964	10	4
109	3	1	1570	1	1964	10	4
110	3	1	1570	.033	1964	10	4
501	3	1	1570	0	1964	10	4
502	3	1	1570	0	1964	10	4
503	3	1	1570	0	1964	10	4
504	3	1	1570	.72399998	1964	10	4
505	3	1	1570	0	1964	10	4
506	3	1	1570	0	1964	10	4
201	4	1	1570	0	1964	10	4
202	4	1	1570	0	1964	10	4
203	4	1	1570	.85900003	1964	10	4
204	4	1	1570	1.342	1964	10	4
205	4	1	1570	.671	1964	10	4
206	4	1	1570	0	1964	10	4
207	4	1	1570	2.243	1964	10	4
208	4	1	1570	0	1964	10	4
209	4	1	1570	0	1964	10	4
210	4	1	1570	0	1964	10	4
211	4	1	1570	.016	1964	10	4
212	4	1	1570	0	1964	10	4
213	4	1	1570	0	1964	10	4
214	4	1	1570	0	1964	10	4
215	4	1	1570	0	1964	10	4
216	4	1	1570	.002	1964	10	4
217	4	1	1570	0	1964	10	4
506	5	1	1570	0	1964	10	4
601	5	1	1570	12.686	1964	10	4
602	5	1	1570	.87599999	1964	10	4
603	5	1	1570	6.619	1964	10	4
604	5	1	1570	0	1964	10	4
605	5	1	1570	6.619	1964	10	4
606	5	1	1570	3.309	1964	10	4
608	5	1	1570	.98900002	1964	10	4
609	5	1	1570	0	1964	10	4
610	5	1	1570	8.3620005	1964	10	4
611	5	1	1570	0	1964	10	4
701	5	1	1570	0	1964	10	4
702	5	1	1570	0	1964	10	4
703	5	1	1570	0	1964	10	4
704	5	1	1570	0	1964	10	4
705	5	1	1570	0	1964	10	4
1	6	1	1570	10.032	1964	10	4
2	6	1	1570	21.927999	1964	10	4
3	6	1	1570	1.342	1964	10	4
4	6	1	1570	.94700003	1964	10	4
5	6	1	1570	.27700001	1964	10	4
6	6	1	1570	.85900003	1964	10	4
7	6	1	1570	0	1964	10	4
8	6	1	1570	0	1964	10	4
9	6	1	1570	0	1964	10	4
10	6	1	1570	0	1964	10	4
12	6	1	1570	2.2019999	1964	10	4
13	6	1	1570	2.914	1964	10	4
14	6	1	1570	.018	1964	10	4
15	6	1	1570	.72399998	1964	10	4
16	6	1	1570	17.423	1964	10	4
17	6	1	1570	.078	1964	10	4
18	6	1	1570	0	1964	10	4
19	6	1	1570	22.037001	1964	10	4
20	6	1	1570	6.5310001	1964	10	4
21	6	1	1570	0	1964	10	4
22	6	1	1570	4.4679999	1964	10	4
23	6	1	1570	0	1964	10	4
24	6	1	1570	8.2220001	1964	10	4
1	1	2	3107	6.0450001	1965	1	1
2	1	2	3107	2.802	1965	1	1
3	1	2	3107	33.990002	1965	1	1
4	1	2	3107	.83200002	1965	1	1
5	1	2	3107	.921	1965	1	1
6	1	2	3107	44.140999	1965	1	1
7	1	2	3107	0	1965	1	1
8	1	2	3107	0	1965	1	1
9	1	2	3107	3.5480001	1965	1	1
10	1	2	3107	1.3380001	1965	1	1
11	1	2	3107	1.0369999	1965	1	1
12	1	2	3107	0	1965	1	1
13	1	2	3107	.95099998	1965	1	1
14	1	2	3107	0	1965	1	1
15	1	2	3107	4.3940001	1965	1	1
101	2	2	3107	.303	1965	1	1
102	2	2	3107	2.3039999	1965	1	1
103	2	2	3107	1.649	1965	1	1
104	2	2	3107	.45300001	1965	1	1
105	2	2	3107	0	1965	1	1
106	2	2	3107	0	1965	1	1
107	2	2	3107	.50700003	1965	1	1
108	2	2	3107	0	1965	1	1
109	2	2	3107	.55000001	1965	1	1
110	2	2	3107	.28	1965	1	1
201	2	2	3107	0	1965	1	1
202	2	2	3107	0	1965	1	1
203	2	2	3107	.72299999	1965	1	1
204	2	2	3107	.58200002	1965	1	1
205	2	2	3107	.29100001	1965	1	1
206	2	2	3107	0	1965	1	1
207	2	2	3107	1.163	1965	1	1
208	2	2	3107	0	1965	1	1
209	2	2	3107	0	1965	1	1
210	2	2	3107	0	1965	1	1
211	2	2	3107	.022	1965	1	1
212	2	2	3107	0	1965	1	1
213	2	2	3107	0	1965	1	1
214	2	2	3107	0	1965	1	1
215	2	2	3107	0	1965	1	1
216	2	2	3107	.022	1965	1	1
217	2	2	3107	0	1965	1	1
301	2	2	3107	0	1965	1	1
302	2	2	3107	0	1965	1	1
304	2	2	3107	0	1965	1	1
306	2	2	3107	0	1965	1	1
307	2	2	3107	0	1965	1	1
308	2	2	3107	30.607	1965	1	1
309	2	2	3107	0	1965	1	1
310	2	2	3107	3.3829999	1965	1	1
401	2	2	3107	.83200002	1965	1	1
402	2	2	3107	0	1965	1	1
403	2	2	3107	0	1965	1	1
404	2	2	3107	0	1965	1	1
405	2	2	3107	0	1965	1	1
406	2	2	3107	0	1965	1	1
407	2	2	3107	0	1965	1	1
501	2	2	3107	0	1965	1	1
502	2	2	3107	0	1965	1	1
503	2	2	3107	0	1965	1	1
504	2	2	3107	.50700003	1965	1	1
505	2	2	3107	0	1965	1	1
506	2	2	3107	0	1965	1	1
507	2	2	3107	0	1965	1	1
508	2	2	3107	.414	1965	1	1
509	2	2	3107	0	1965	1	1
601	2	2	3107	8.2620001	1965	1	1
602	2	2	3107	.148	1965	1	1
603	2	2	3107	3.947	1965	1	1
604	2	2	3107	0	1965	1	1
605	2	2	3107	3.947	1965	1	1
606	2	2	3107	.52700001	1965	1	1
608	2	2	3107	1.058	1965	1	1
609	2	2	3107	0	1965	1	1
610	2	2	3107	26.252001	1965	1	1
611	2	2	3107	0	1965	1	1
701	2	2	3107	0	1965	1	1
702	2	2	3107	0	1965	1	1
703	2	2	3107	0	1965	1	1
704	2	2	3107	0	1965	1	1
705	2	2	3107	0	1965	1	1
801	2	2	3107	0	1965	1	1
802	2	2	3107	0	1965	1	1
803	2	2	3107	0	1965	1	1
804	2	2	3107	0	1965	1	1
805	2	2	3107	0	1965	1	1
806	2	2	3107	0	1965	1	1
807	2	2	3107	0	1965	1	1
901	2	2	3107	1.898	1965	1	1
902	2	2	3107	0	1965	1	1
903	2	2	3107	1.649	1965	1	1
904	2	2	3107	0	1965	1	1
905	2	2	3107	0	1965	1	1
906	2	2	3107	0	1965	1	1
908	2	2	3107	0	1965	1	1
1001	2	2	3107	0	1965	1	1
1002	2	2	3107	0	1965	1	1
1003	2	2	3107	0	1965	1	1
1004	2	2	3107	0	1965	1	1
1005	2	2	3107	0	1965	1	1
1006	2	2	3107	0	1965	1	1
1007	2	2	3107	0	1965	1	1
1008	2	2	3107	0	1965	1	1
1009	2	2	3107	0	1965	1	1
1010	2	2	3107	1.3380001	1965	1	1
1011	2	2	3107	0	1965	1	1
1012	2	2	3107	0	1965	1	1
1101	2	2	3107	.148	1965	1	1
1102	2	2	3107	.81599998	1965	1	1
1103	2	2	3107	0	1965	1	1
1104	2	2	3107	0	1965	1	1
1105	2	2	3107	.074	1965	1	1
1106	2	2	3107	0	1965	1	1
1201	2	2	3107	0	1965	1	1
1301	2	2	3107	.95099998	1965	1	1
1302	2	2	3107	0	1965	1	1
1401	2	2	3107	0	1965	1	1
1501	2	2	3107	4.3940001	1965	1	1
101	3	2	3107	.303	1965	1	1
102	3	2	3107	2.3039999	1965	1	1
103	3	2	3107	1.649	1965	1	1
104	3	2	3107	.45300001	1965	1	1
105	3	2	3107	0	1965	1	1
106	3	2	3107	0	1965	1	1
107	3	2	3107	.50700003	1965	1	1
108	3	2	3107	0	1965	1	1
109	3	2	3107	.55000001	1965	1	1
110	3	2	3107	.28	1965	1	1
501	3	2	3107	0	1965	1	1
502	3	2	3107	0	1965	1	1
503	3	2	3107	0	1965	1	1
504	3	2	3107	.50700003	1965	1	1
505	3	2	3107	0	1965	1	1
506	3	2	3107	0	1965	1	1
201	4	2	3107	0	1965	1	1
202	4	2	3107	0	1965	1	1
203	4	2	3107	.72299999	1965	1	1
204	4	2	3107	.58200002	1965	1	1
205	4	2	3107	.29100001	1965	1	1
206	4	2	3107	0	1965	1	1
207	4	2	3107	1.163	1965	1	1
208	4	2	3107	0	1965	1	1
209	4	2	3107	0	1965	1	1
210	4	2	3107	0	1965	1	1
211	4	2	3107	.022	1965	1	1
212	4	2	3107	0	1965	1	1
213	4	2	3107	0	1965	1	1
214	4	2	3107	0	1965	1	1
215	4	2	3107	0	1965	1	1
216	4	2	3107	.022	1965	1	1
217	4	2	3107	0	1965	1	1
506	5	2	3107	0	1965	1	1
601	5	2	3107	8.2620001	1965	1	1
602	5	2	3107	.148	1965	1	1
603	5	2	3107	3.947	1965	1	1
604	5	2	3107	0	1965	1	1
605	5	2	3107	3.947	1965	1	1
606	5	2	3107	.52700001	1965	1	1
608	5	2	3107	1.058	1965	1	1
609	5	2	3107	0	1965	1	1
610	5	2	3107	26.252001	1965	1	1
611	5	2	3107	0	1965	1	1
701	5	2	3107	0	1965	1	1
702	5	2	3107	0	1965	1	1
703	5	2	3107	0	1965	1	1
704	5	2	3107	0	1965	1	1
705	5	2	3107	0	1965	1	1
1	6	2	3107	6.0450001	1965	1	1
2	6	2	3107	33.990002	1965	1	1
3	6	2	3107	.58200002	1965	1	1
4	6	2	3107	.414	1965	1	1
5	6	2	3107	.074	1965	1	1
6	6	2	3107	.72299999	1965	1	1
7	6	2	3107	0	1965	1	1
8	6	2	3107	0	1965	1	1
9	6	2	3107	0	1965	1	1
10	6	2	3107	0	1965	1	1
12	6	2	3107	1.795	1965	1	1
13	6	2	3107	1.454	1965	1	1
14	6	2	3107	.043	1965	1	1
15	6	2	3107	.50700003	1965	1	1
16	6	2	3107	8.5690002	1965	1	1
17	6	2	3107	0	1965	1	1
18	6	2	3107	0	1965	1	1
19	6	2	3107	35.573002	1965	1	1
20	6	2	3107	1.3380001	1965	1	1
21	6	2	3107	0	1965	1	1
22	6	2	3107	4.4990001	1965	1	1
23	6	2	3107	0	1965	1	1
24	6	2	3107	4.3940001	1965	1	1
1	1	1	1633	7.2969999	1965	4	2
2	1	1	1633	2.8139999	1965	4	2
3	1	1	1633	20.783001	1965	4	2
4	1	1	1633	.70999998	1965	4	2
5	1	1	1633	.56	1965	4	2
6	1	1	1633	50.653	1965	4	2
7	1	1	1633	0	1965	4	2
8	1	1	1633	.36199999	1965	4	2
9	1	1	1633	3.3440001	1965	4	2
10	1	1	1633	2.5999999	1965	4	2
11	1	1	1633	2.224	1965	4	2
12	1	1	1633	0	1965	4	2
13	1	1	1633	3.9719999	1965	4	2
14	1	1	1633	0	1965	4	2
15	1	1	1633	4.6810002	1965	4	2
101	2	1	1633	.82200003	1965	4	2
102	2	1	1633	2.7219999	1965	4	2
103	2	1	1633	2.467	1965	4	2
104	2	1	1633	.044	1965	4	2
105	2	1	1633	0	1965	4	2
106	2	1	1633	0	1965	4	2
107	2	1	1633	.193	1965	4	2
108	2	1	1633	0	1965	4	2
109	2	1	1633	.82200003	1965	4	2
110	2	1	1633	.226	1965	4	2
201	2	1	1633	0	1965	4	2
202	2	1	1633	0	1965	4	2
203	2	1	1633	.70099998	1965	4	2
204	2	1	1633	.22499999	1965	4	2
205	2	1	1633	.112	1965	4	2
206	2	1	1633	0	1965	4	2
207	2	1	1633	1.776	1965	4	2
208	2	1	1633	0	1965	4	2
209	2	1	1633	0	1965	4	2
210	2	1	1633	0	1965	4	2
211	2	1	1633	0	1965	4	2
212	2	1	1633	0	1965	4	2
213	2	1	1633	0	1965	4	2
214	2	1	1633	0	1965	4	2
215	2	1	1633	0	1965	4	2
216	2	1	1633	0	1965	4	2
217	2	1	1633	0	1965	4	2
301	2	1	1633	0	1965	4	2
302	2	1	1633	0	1965	4	2
304	2	1	1633	0	1965	4	2
306	2	1	1633	0	1965	4	2
307	2	1	1633	0	1965	4	2
308	2	1	1633	20.455999	1965	4	2
309	2	1	1633	0	1965	4	2
310	2	1	1633	.32699999	1965	4	2
401	2	1	1633	.70999998	1965	4	2
402	2	1	1633	0	1965	4	2
403	2	1	1633	0	1965	4	2
404	2	1	1633	0	1965	4	2
405	2	1	1633	0	1965	4	2
406	2	1	1633	0	1965	4	2
407	2	1	1633	0	1965	4	2
501	2	1	1633	0	1965	4	2
502	2	1	1633	0	1965	4	2
503	2	1	1633	0	1965	4	2
504	2	1	1633	.193	1965	4	2
505	2	1	1633	0	1965	4	2
506	2	1	1633	0	1965	4	2
507	2	1	1633	0	1965	4	2
508	2	1	1633	.36700001	1965	4	2
509	2	1	1633	0	1965	4	2
601	2	1	1633	11.957	1965	4	2
602	2	1	1633	.141	1965	4	2
603	2	1	1633	7.1550002	1965	4	2
604	2	1	1633	0	1965	4	2
605	2	1	1633	7.1550002	1965	4	2
606	2	1	1633	0	1965	4	2
608	2	1	1633	.54100001	1965	4	2
609	2	1	1633	0	1965	4	2
610	2	1	1633	23.702999	1965	4	2
611	2	1	1633	0	1965	4	2
701	2	1	1633	0	1965	4	2
702	2	1	1633	0	1965	4	2
703	2	1	1633	0	1965	4	2
704	2	1	1633	0	1965	4	2
705	2	1	1633	0	1965	4	2
801	2	1	1633	0	1965	4	2
802	2	1	1633	0	1965	4	2
803	2	1	1633	0	1965	4	2
804	2	1	1633	0	1965	4	2
805	2	1	1633	0	1965	4	2
806	2	1	1633	.36199999	1965	4	2
807	2	1	1633	0	1965	4	2
901	2	1	1633	2.141	1965	4	2
902	2	1	1633	0	1965	4	2
903	2	1	1633	1.2029999	1965	4	2
904	2	1	1633	0	1965	4	2
905	2	1	1633	0	1965	4	2
906	2	1	1633	0	1965	4	2
908	2	1	1633	0	1965	4	2
1001	2	1	1633	0	1965	4	2
1002	2	1	1633	0	1965	4	2
1003	2	1	1633	0	1965	4	2
1004	2	1	1633	0	1965	4	2
1005	2	1	1633	0	1965	4	2
1006	2	1	1633	0	1965	4	2
1007	2	1	1633	0	1965	4	2
1008	2	1	1633	0	1965	4	2
1009	2	1	1633	0	1965	4	2
1010	2	1	1633	2.5999999	1965	4	2
1011	2	1	1633	0	1965	4	2
1012	2	1	1633	0	1965	4	2
1101	2	1	1633	.509	1965	4	2
1102	2	1	1633	1.459	1965	4	2
1103	2	1	1633	0	1965	4	2
1104	2	1	1633	0	1965	4	2
1105	2	1	1633	.255	1965	4	2
1106	2	1	1633	0	1965	4	2
1201	2	1	1633	0	1965	4	2
1301	2	1	1633	3.9719999	1965	4	2
1302	2	1	1633	0	1965	4	2
1401	2	1	1633	0	1965	4	2
1501	2	1	1633	4.6810002	1965	4	2
101	3	1	1633	.82200003	1965	4	2
102	3	1	1633	2.7219999	1965	4	2
103	3	1	1633	2.467	1965	4	2
104	3	1	1633	.044	1965	4	2
105	3	1	1633	0	1965	4	2
106	3	1	1633	0	1965	4	2
107	3	1	1633	.193	1965	4	2
108	3	1	1633	0	1965	4	2
109	3	1	1633	.82200003	1965	4	2
110	3	1	1633	.226	1965	4	2
501	3	1	1633	0	1965	4	2
502	3	1	1633	0	1965	4	2
503	3	1	1633	0	1965	4	2
504	3	1	1633	.193	1965	4	2
505	3	1	1633	0	1965	4	2
506	3	1	1633	0	1965	4	2
201	4	1	1633	0	1965	4	2
202	4	1	1633	0	1965	4	2
203	4	1	1633	.70099998	1965	4	2
204	4	1	1633	.22499999	1965	4	2
205	4	1	1633	.112	1965	4	2
206	4	1	1633	0	1965	4	2
207	4	1	1633	1.776	1965	4	2
208	4	1	1633	0	1965	4	2
209	4	1	1633	0	1965	4	2
210	4	1	1633	0	1965	4	2
211	4	1	1633	0	1965	4	2
212	4	1	1633	0	1965	4	2
213	4	1	1633	0	1965	4	2
214	4	1	1633	0	1965	4	2
215	4	1	1633	0	1965	4	2
216	4	1	1633	0	1965	4	2
217	4	1	1633	0	1965	4	2
506	5	1	1633	0	1965	4	2
601	5	1	1633	11.957	1965	4	2
602	5	1	1633	.141	1965	4	2
603	5	1	1633	7.1550002	1965	4	2
604	5	1	1633	0	1965	4	2
605	5	1	1633	7.1550002	1965	4	2
606	5	1	1633	0	1965	4	2
608	5	1	1633	.54100001	1965	4	2
609	5	1	1633	0	1965	4	2
610	5	1	1633	23.702999	1965	4	2
611	5	1	1633	0	1965	4	2
701	5	1	1633	0	1965	4	2
702	5	1	1633	0	1965	4	2
703	5	1	1633	0	1965	4	2
704	5	1	1633	0	1965	4	2
705	5	1	1633	0	1965	4	2
1	6	1	1633	7.2969999	1965	4	2
2	6	1	1633	20.783001	1965	4	2
3	6	1	1633	.22499999	1965	4	2
4	6	1	1633	.36700001	1965	4	2
5	6	1	1633	.255	1965	4	2
6	6	1	1633	.70099998	1965	4	2
7	6	1	1633	0	1965	4	2
8	6	1	1633	0	1965	4	2
9	6	1	1633	0	1965	4	2
10	6	1	1633	0	1965	4	2
12	6	1	1633	2.6789999	1965	4	2
13	6	1	1633	1.888	1965	4	2
14	6	1	1633	0	1965	4	2
15	6	1	1633	.55500001	1965	4	2
16	6	1	1633	14.452	1965	4	2
17	6	1	1633	0	1965	4	2
18	6	1	1633	0	1965	4	2
19	6	1	1633	36.201	1965	4	2
20	6	1	1633	2.5999999	1965	4	2
21	6	1	1633	0	1965	4	2
22	6	1	1633	7.316	1965	4	2
23	6	1	1633	0	1965	4	2
24	6	1	1633	4.6810002	1965	4	2
1	1	3	4760	7.0419998	1965	7	3
2	1	3	4760	3.303	1965	7	3
3	1	3	4760	19.652	1965	7	3
4	1	3	4760	.93099999	1965	7	3
5	1	3	4760	.64999998	1965	7	3
6	1	3	4760	52.787998	1965	7	3
7	1	3	4760	0	1965	7	3
8	1	3	4760	.47600001	1965	7	3
9	1	3	4760	3.743	1965	7	3
10	1	3	4760	1.858	1965	7	3
11	1	3	4760	2.7090001	1965	7	3
12	1	3	4760	0	1965	7	3
13	1	3	4760	2.4860001	1965	7	3
14	1	3	4760	0	1965	7	3
15	1	3	4760	4.3629999	1965	7	3
101	2	3	4760	.80400002	1965	7	3
102	2	3	4760	1.974	1965	7	3
103	2	3	4760	2.411	1965	7	3
104	2	3	4760	.061	1965	7	3
105	2	3	4760	0	1965	7	3
106	2	3	4760	0	1965	7	3
107	2	3	4760	.396	1965	7	3
108	2	3	4760	0	1965	7	3
109	2	3	4760	.80400002	1965	7	3
110	2	3	4760	.59100002	1965	7	3
201	2	3	4760	0	1965	7	3
202	2	3	4760	0	1965	7	3
203	2	3	4760	1.074	1965	7	3
204	2	3	4760	.242	1965	7	3
205	2	3	4760	.121	1965	7	3
206	2	3	4760	0	1965	7	3
207	2	3	4760	1.522	1965	7	3
208	2	3	4760	0	1965	7	3
209	2	3	4760	0	1965	7	3
210	2	3	4760	0	1965	7	3
211	2	3	4760	.17200001	1965	7	3
212	2	3	4760	0	1965	7	3
213	2	3	4760	0	1965	7	3
214	2	3	4760	0	1965	7	3
215	2	3	4760	0	1965	7	3
216	2	3	4760	.17200001	1965	7	3
217	2	3	4760	0	1965	7	3
301	2	3	4760	0	1965	7	3
302	2	3	4760	0	1965	7	3
304	2	3	4760	0	1965	7	3
306	2	3	4760	0	1965	7	3
307	2	3	4760	0	1965	7	3
308	2	3	4760	18.938	1965	7	3
309	2	3	4760	0	1965	7	3
310	2	3	4760	.71399999	1965	7	3
401	2	3	4760	.93099999	1965	7	3
402	2	3	4760	0	1965	7	3
403	2	3	4760	0	1965	7	3
404	2	3	4760	0	1965	7	3
405	2	3	4760	0	1965	7	3
406	2	3	4760	0	1965	7	3
407	2	3	4760	0	1965	7	3
501	2	3	4760	0	1965	7	3
502	2	3	4760	0	1965	7	3
503	2	3	4760	0	1965	7	3
504	2	3	4760	.396	1965	7	3
505	2	3	4760	0	1965	7	3
506	2	3	4760	0	1965	7	3
507	2	3	4760	0	1965	7	3
508	2	3	4760	.25299999	1965	7	3
509	2	3	4760	0	1965	7	3
601	2	3	4760	8.1499996	1965	7	3
602	2	3	4760	.236	1965	7	3
603	2	3	4760	5.8239999	1965	7	3
604	2	3	4760	0	1965	7	3
605	2	3	4760	5.8969998	1965	7	3
606	2	3	4760	0	1965	7	3
608	2	3	4760	.81300002	1965	7	3
609	2	3	4760	0	1965	7	3
610	2	3	4760	31.868	1965	7	3
611	2	3	4760	0	1965	7	3
701	2	3	4760	0	1965	7	3
702	2	3	4760	0	1965	7	3
703	2	3	4760	0	1965	7	3
704	2	3	4760	0	1965	7	3
705	2	3	4760	0	1965	7	3
801	2	3	4760	0	1965	7	3
